                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.1002,                0.58278,                 0.9758,                0.94471,                0.93107,                 0.9481,                0.56935,                 1.2321,                0.53968,                 1.0005,             0.00072164,             0.00072164,             0.00072164
                     53,                 1.0992,                0.57858,                0.96417,                0.96212,                 0.9027,                0.95454,                 0.5526,                 1.1984,                0.51957,                 1.0138,              0.0007075,              0.0007075,              0.0007075
                     54,                 1.0645,                0.58996,                0.96225,                0.95607,                0.88438,                0.95473,                0.55664,                 1.1256,                0.52852,                0.98751,             0.00069335,             0.00069335,             0.00069335
                     55,                 1.0687,                 0.5569,                0.94725,                0.94964,                0.89721,                0.93347,                0.55585,                 1.1588,                0.55492,                0.98974,              0.0006792,              0.0006792,              0.0006792
                     56,                 1.1075,                0.56228,                0.97284,                 0.9696,                0.91627,                0.95657,                0.59187,                 1.1242,                0.52044,                0.99068,             0.00066506,             0.00066506,             0.00066506
                     57,                 1.0678,                 0.5527,                 0.9436,                0.96285,                0.91684,                0.95838,                 0.5808,                 1.1333,                0.52268,                0.99186,             0.00065091,             0.00065091,             0.00065091
                     58,                 1.0837,                0.57961,                0.94503,                0.97164,                0.90603,                0.95626,                0.52765,                 1.2808,                 0.5543,                 1.0095,             0.00063676,             0.00063676,             0.00063676
                     59,                 1.0844,                0.55435,                0.94101,                0.94888,                0.89536,                0.95056,                0.57362,                 1.0807,                0.52408,                0.99616,             0.00062262,             0.00062262,             0.00062262
                     60,                 1.0899,                 0.5637,                0.92926,                0.95037,                0.88761,                0.95449,                0.56052,                 1.1843,                 0.5207,                0.99765,             0.00060847,             0.00060847,             0.00060847
                     61,                 1.0725,                0.54585,                0.93124,                0.91394,                 0.9092,                0.95471,                0.59225,                 1.0754,                0.50049,                0.98435,             0.00059432,             0.00059432,             0.00059432
                     62,                 1.0419,                0.57574,                0.93875,                0.97585,                0.88799,                 0.9599,                0.59946,                 1.1395,                0.51086,                 1.0002,             0.00058017,             0.00058017,             0.00058017
                     63,                 1.0136,                0.52184,                0.93122,                 0.9116,                0.89721,                0.94046,                0.59354,                 1.1276,                0.48738,                0.98786,             0.00056603,             0.00056603,             0.00056603
                     64,                 1.0302,                0.55363,                0.93422,                0.95865,                0.90263,                0.93856,                0.59683,                 1.1308,                0.48459,                0.98716,             0.00055188,             0.00055188,             0.00055188
                     65,                 1.0257,                0.54372,                0.94701,                0.95733,                0.90712,                0.95946,                0.57745,                 1.1288,                0.49759,                0.99838,             0.00053773,             0.00053773,             0.00053773
                     66,                  1.014,                 0.5526,                0.93955,                 0.9733,                0.90912,                0.95377,                 0.5686,                 1.1279,                0.51279,                 0.9954,             0.00052359,             0.00052359,             0.00052359
                     67,                 1.0013,                0.51974,                0.92769,                0.92578,                0.92519,                0.95614,                0.54822,                 1.2477,                0.52784,                 1.0232,             0.00050944,             0.00050944,             0.00050944
                     68,                 1.0077,                0.52631,                0.93364,                 0.9487,                0.91917,                0.95857,                0.58154,                 1.1265,                0.48447,                0.99686,             0.00049529,             0.00049529,             0.00049529
                     69,                0.99271,                0.52566,                0.93131,                0.95226,                 0.9248,                0.96042,                0.55909,                  1.176,                0.49059,                  1.003,             0.00048114,             0.00048114,             0.00048114
                     70,                 1.0032,                0.54941,                0.93435,                0.95027,                 0.9201,                0.95941,                0.55497,                 1.2333,                 0.5056,                 1.0027,               0.000467,               0.000467,               0.000467
                     71,                0.99021,                0.51037,                 0.9324,                0.91506,                0.93268,                0.96003,                0.58752,                 1.1168,                0.50521,                0.99322,             0.00045285,             0.00045285,             0.00045285
                     72,                0.99487,                0.52255,                0.92337,                0.92853,                0.92359,                0.95937,                0.57478,                 1.1294,                0.48197,                0.99132,              0.0004387,              0.0004387,              0.0004387
                     73,                0.97482,                0.50642,                0.92195,                0.94836,                0.92676,                0.95628,                 0.5783,                 1.1199,                0.46867,                0.99416,             0.00042456,             0.00042456,             0.00042456
                     74,                0.97765,                0.52284,                0.92562,                0.96495,                0.89149,                0.95597,                0.57681,                 1.1124,                0.49242,                 0.9973,             0.00041041,             0.00041041,             0.00041041
                     75,                0.99282,                0.51983,                 0.9131,                0.93884,                0.91917,                0.95866,                0.58184,                 1.1348,                0.48406,                 1.0015,             0.00039626,             0.00039626,             0.00039626
                     76,                0.97927,                0.51466,                0.92419,                 0.9651,                0.91662,                0.95781,                0.59205,                 1.1083,                0.47179,                  1.005,             0.00038211,             0.00038211,             0.00038211
                     77,                0.94795,                0.51588,                0.91882,                0.96596,                0.91372,                0.96524,                0.57397,                 1.1942,                 0.4772,                 1.0026,             0.00036797,             0.00036797,             0.00036797
                     78,                0.96787,                0.51172,                0.92347,                 0.9396,                0.93848,                0.96438,                0.58056,                 1.1537,                0.47824,                 1.0035,             0.00035382,             0.00035382,             0.00035382
                     79,                0.95756,                0.50986,                0.92443,                0.98268,                0.90389,                0.96315,                0.57987,                 1.1694,                0.47417,                 1.0046,             0.00033967,             0.00033967,             0.00033967
                     80,                0.94887,                0.49346,                0.93462,                0.98566,                0.91892,                0.96225,                0.58485,                 1.1397,                0.48261,                0.99823,             0.00032553,             0.00032553,             0.00032553
                     81,                0.94764,                0.51795,                  0.913,                0.96875,                0.91407,                0.96237,                0.57767,                 1.1959,                0.48697,                 1.0062,             0.00031138,             0.00031138,             0.00031138
                     82,                0.95281,                0.50313,                0.92248,                0.97057,                0.92102,                0.96116,                0.58387,                 1.1218,                0.47269,                0.99941,             0.00029723,             0.00029723,             0.00029723
                     83,                0.94098,                0.48954,                0.91555,                0.92857,                0.94661,                0.95461,                0.58449,                 1.1674,                0.46615,                 1.0152,             0.00028308,             0.00028308,             0.00028308
                     84,                 0.9419,                0.49695,                0.92302,                 0.9309,                0.93293,                0.95347,                0.58773,                 1.1251,                0.48234,                 1.0007,             0.00026894,             0.00026894,             0.00026894
                     85,                0.98655,                0.50598,                0.92313,                0.94254,                0.93293,                0.95196,                0.57435,                 1.1355,                0.48136,                0.99865,             0.00025479,             0.00025479,             0.00025479
